speed,machine,status,suport,default,output,ontrack,delay,call,day,month,runningtime,campaign,pdays,previous,packmat,deposit
33,Saidone,Idle,tertiary,no,300,yes,yes,BUILDING,30,jan,922,5,-1,0,ontime,yes
31,XT14,Downtime,secondary,no,217,yes,no,BUILDING,30,jan,1776,2,-1,0,ontime,yes
31,CJM,Idle,primary,no,163,no,no,BUILDING,30,jan,707,2,2,1,other,yes
26,XT10,Idle,secondary,no,110,no,no,BUILDING,30,jan,1136,2,-1,0,ontime,yes
40,TOM16,Idle,tertiary,no,1646,yes,no,BUILDING,2,feb,215,1,242,2,failure,yes
45,CJM,Running,secondary,no,2040,no,no,UTY,2,feb,803,1,-1,0,ontime,yes
55,TOM16,Running,secondary,yes,308,no,no,BUILDING,2,feb,781,1,-1,0,ontime,yes
29,TOM16,Idle,tertiary,no,2325,no,no,BUILDING,2,feb,125,1,-1,0,ontime,yes
47,CJM,Idle,tertiary,no,86,no,no,BUILDING,2,feb,1086,1,-1,0,ontime,yes
50,CJM,Downtime,JYS,no,1088,no,no,BUILDING,2,feb,749,1,-1,0,ontime,yes
44,CJM,Running,secondary,no,0,yes,no,BUILDING,2,feb,699,1,272,1,failure,yes
56,CJM,Running,secondary,no,0,no,no,UTY,2,feb,492,1,-1,0,ontime,yes
39,XT14,Idle,tertiary,no,2103,no,no,BUILDING,2,feb,588,1,-1,0,ontime,yes
59,CEIC,Idle,secondary,no,2,no,no,UTY,2,feb,935,1,-1,0,ontime,yes
43,CJM,Downtime,secondary,no,51,no,no,BUILDING,2,feb,430,1,-1,0,ontime,yes
36,XT14,Running,secondary,no,96,no,no,BUILDING,2,feb,302,1,-1,0,ontime,yes
29,XT14,Idle,secondary,no,1027,yes,no,BUILDING,2,feb,177,1,-1,0,ontime,yes
38,CJM,Running,tertiary,no,1308,yes,no,BUILDING,2,feb,626,1,-1,0,ontime,yes
41,XT10,Downtime,secondary,no,840,yes,no,BUILDING,2,feb,938,1,-1,0,ontime,yes
58,CJM,Downtime,tertiary,no,5701,no,no,BUILDING,2,feb,521,1,-1,0,ontime,yes
61,CJM,Running,tertiary,no,6016,no,no,BUILDING,2,feb,670,3,-1,0,ontime,yes
36,CJM,Running,tertiary,no,630,no,no,BUILDING,2,feb,285,1,-1,0,ontime,yes
30,Saidone,Idle,tertiary,no,432,yes,no,BUILDING,2,feb,402,1,-1,0,ontime,yes
43,XT14,Idle,secondary,no,247,yes,yes,BUILDING,2,feb,751,2,76,4,failure,yes
39,XT10,Running,secondary,no,52,no,no,UTY,2,feb,1420,3,-1,0,ontime,yes
48,XT4,Idle,primary,no,623,yes,no,BUILDING,2,feb,1425,2,-1,0,ontime,yes
26,XT14,Idle,secondary,no,0,no,no,BUILDING,2,feb,1223,2,-1,0,ontime,yes
51,TOM16,Running,secondary,no,100,no,no,BUILDING,2,feb,467,2,-1,0,ontime,yes
37,CJM,Running,tertiary,no,4089,yes,no,BUILDING,2,feb,289,2,174,4,other,yes
29,TOM16,Idle,tertiary,no,1669,no,no,BUILDING,3,feb,297,1,-1,0,ontime,yes
57,XT14,Running,secondary,no,169,no,no,BUILDING,3,feb,369,1,-1,0,ontime,yes
25,XT14,Idle,secondary,no,483,no,yes,BUILDING,3,feb,189,1,-1,0,ontime,yes
68,CEIC,Downtime,primary,no,250,no,no,BUILDING,3,feb,360,1,-1,0,ontime,yes
34,CJM,Running,tertiary,no,0,yes,no,BUILDING,3,feb,251,1,-1,0,ontime,yes
38,TOM16,Downtime,secondary,no,902,yes,no,BUILDING,3,feb,650,1,-1,0,ontime,yes
54,TOM16,Downtime,secondary,no,2156,yes,no,BUILDING,3,feb,261,1,195,4,failure,yes
32,CJM,Idle,tertiary,no,2360,no,no,BUILDING,3,feb,152,2,160,5,other,yes
41,XT4,Running,primary,no,201,yes,no,BUILDING,3,feb,157,1,-1,0,ontime,yes
48,TOM16,Idle,secondary,no,92,yes,no,BUILDING,3,feb,1393,1,-1,0,ontime,yes
59,CEIC,Downtime,secondary,no,514,no,no,BUILDING,3,feb,261,1,-1,0,ontime,yes
39,CJM,Idle,secondary,no,114,yes,no,BUILDING,3,feb,372,1,-1,0,ontime,yes
31,CJM,Running,tertiary,no,1331,no,no,BUILDING,3,feb,182,2,90,1,delivered,yes
30,Saidone,Idle,secondary,no,732,no,no,BUILDING,3,feb,1404,4,-1,0,ontime,yes
40,CJM,Running,tertiary,no,1308,no,no,UTY,3,feb,1776,2,-1,0,ontime,yes
28,Saidone,Running,tertiary,no,0,yes,no,BUILDING,4,feb,546,3,196,4,failure,yes
52,CJM,Running,tertiary,no,970,yes,no,BUILDING,4,feb,489,1,-1,0,ontime,yes
32,TOM16,Idle,tertiary,no,1246,yes,no,BUILDING,4,feb,192,2,-1,0,ontime,yes
34,CJM,Running,tertiary,no,73,no,no,BUILDING,4,feb,426,2,-1,0,ontime,yes
31,CJM,Idle,primary,no,406,no,no,BUILDING,4,feb,736,1,-1,0,ontime,yes
57,XT14,Running,secondary,no,4391,no,no,UTY,4,feb,1416,1,-1,0,ontime,yes
31,Saidone,Running,tertiary,no,168,no,no,BUILDING,4,feb,193,2,-1,0,ontime,yes
29,CJM,Running,tertiary,no,1441,yes,no,BUILDING,4,feb,80,2,-1,0,ontime,yes
75,CEIC,Downtime,primary,no,3881,yes,no,BUILDING,4,feb,136,3,-1,0,ontime,yes
32,XT14,Idle,secondary,no,678,yes,no,BUILDING,4,feb,1579,1,246,4,failure,yes
31,CJM,Running,tertiary,no,141,yes,no,BUILDING,4,feb,572,2,238,7,other,yes
41,Saidone,Idle,tertiary,no,94,yes,no,BUILDING,4,feb,1164,1,203,1,failure,yes
22,XT14,Idle,tertiary,no,897,yes,no,BUILDING,4,feb,133,4,-1,0,ontime,yes
31,CJM,Idle,secondary,no,1214,no,no,BUILDING,4,feb,974,1,-1,0,ontime,yes
69,CEIC,Running,primary,no,324,no,no,BUILDING,4,feb,136,4,-1,0,ontime,yes
30,Saidone,Running,tertiary,no,2666,no,no,BUILDING,4,feb,467,1,-1,0,ontime,yes
49,XT4,Downtime,secondary,no,10613,no,yes,BUILDING,4,feb,1226,1,-1,0,ontime,yes
29,CJM,Idle,tertiary,no,697,no,no,BUILDING,4,feb,206,1,-1,0,ontime,yes
43,XT4,Running,secondary,no,953,yes,no,BUILDING,4,feb,765,2,-1,0,ontime,yes
28,XT10,Idle,primary,no,198,no,no,BUILDING,4,feb,976,2,-1,0,ontime,yes
56,CJM,Idle,primary,no,1110,no,no,BUILDING,4,feb,945,2,-1,0,ontime,yes
39,XT14,Running,secondary,no,130,yes,yes,BUILDING,4,feb,1290,2,-1,0,ontime,yes
33,XT4,Running,secondary,no,315,no,no,BUILDING,4,feb,146,3,-1,0,ontime,yes
38,TOM16,Running,tertiary,no,4383,no,no,BUILDING,4,feb,1381,4,-1,0,ontime,yes
30,XT14,Idle,secondary,no,313,yes,no,BUILDING,4,feb,1121,2,-1,0,ontime,yes
29,TOM16,Running,secondary,no,273,no,no,BUILDING,4,feb,2775,2,-1,0,ontime,yes
69,CJM,Running,tertiary,no,840,no,no,UTY,5,feb,128,3,-1,0,ontime,yes
44,CJM,Running,tertiary,no,309,yes,no,BUILDING,5,feb,676,1,-1,0,ontime,yes
35,CJM,Idle,tertiary,no,2707,no,no,BUILDING,5,feb,699,1,-1,0,ontime,yes
31,TOM16,Idle,tertiary,no,1109,no,no,BUILDING,5,feb,642,1,167,2,failure,yes
26,Saidone,Idle,secondary,no,101,yes,no,BUILDING,5,feb,810,1,268,1,failure,yes
26,Saidone,Idle,tertiary,no,725,no,no,BUILDING,5,feb,1916,2,189,29,other,yes
34,CJM,Running,primary,no,309,no,no,BUILDING,5,feb,578,1,-1,0,ontime,yes
42,TOM16,Idle,secondary,no,541,yes,no,BUILDING,5,feb,656,1,-1,0,ontime,yes
54,XT10,Running,JYS,no,0,yes,no,BUILDING,5,feb,686,2,267,1,other,yes
53,CJM,Running,tertiary,no,1624,no,no,BUILDING,5,feb,158,3,-1,0,ontime,yes
54,TOM16,Running,secondary,no,0,no,no,UTY,5,feb,744,3,-1,0,ontime,yes
48,Saidone,Idle,tertiary,no,318,yes,no,BUILDING,5,feb,1017,4,-1,0,ontime,yes
40,CJM,Running,primary,no,1908,yes,no,BUILDING,5,feb,1661,2,-1,0,ontime,yes
28,TOM16,Idle,tertiary,no,676,no,no,BUILDING,5,feb,1138,2,-1,0,ontime,yes
34,Saidone,Running,tertiary,no,1076,yes,no,BUILDING,5,feb,136,10,-1,0,ontime,yes
34,CJM,Idle,tertiary,no,1228,no,no,BUILDING,5,feb,263,8,-1,0,ontime,yes
32,CJM,Idle,tertiary,no,0,no,no,BUILDING,5,feb,550,4,-1,0,ontime,yes
31,XT10,Idle,secondary,no,13,no,yes,BUILDING,6,feb,1019,2,-1,0,ontime,yes
31,CJM,Idle,tertiary,no,12857,yes,no,BUILDING,6,feb,158,1,92,1,delivered,yes
66,TOM16,Running,secondary,no,0,no,no,BUILDING,6,feb,751,1,-1,0,ontime,yes
37,TOM16,Idle,tertiary,no,6101,no,no,BUILDING,6,feb,141,1,-1,0,ontime,yes
33,CJM,Running,tertiary,no,158,no,no,BUILDING,6,feb,192,2,-1,0,ontime,yes
50,CJM,Running,tertiary,no,346,no,no,BUILDING,6,feb,178,1,-1,0,ontime,yes
33,XT4,Idle,secondary,no,697,no,no,BUILDING,6,feb,860,2,-1,0,ontime,yes
56,CJM,Running,tertiary,no,616,no,no,BUILDING,6,feb,156,1,-1,0,ontime,yes
26,XT10,Idle,tertiary,no,1140,yes,no,BUILDING,6,feb,984,2,-1,0,ontime,yes
59,CEIC,Downtime,tertiary,no,3444,no,no,BUILDING,6,feb,241,2,-1,0,ontime,yes
32,XT4,Running,secondary,no,1879,no,no,BUILDING,6,feb,591,8,-1,0,ontime,yes
22,XT14,Idle,secondary,no,0,no,no,BUILDING,6,feb,229,6,-1,0,ontime,yes
34,CJM,Running,tertiary,no,0,no,no,BUILDING,6,feb,787,3,9,1,other,yes
39,XT10,Running,tertiary,no,1493,no,no,BUILDING,9,feb,912,3,-1,0,ontime,yes
28,TOM16,Idle,secondary,no,313,no,no,BUILDING,9,feb,1183,2,-1,0,ontime,yes
31,Saidone,Idle,tertiary,no,1815,no,no,UTY,9,feb,1541,1,-1,0,ontime,yes
33,XT4,Idle,tertiary,no,700,no,no,BUILDING,9,feb,126,1,88,1,delivered,yes
66,CEIC,Running,primary,no,206,no,no,BUILDING,9,feb,479,1,-1,0,ontime,yes
26,XT14,Idle,secondary,no,255,no,no,BUILDING,9,feb,190,1,-1,0,ontime,yes
30,XT14,Idle,secondary,no,270,no,no,BUILDING,9,feb,123,1,-1,0,ontime,yes
28,TOM16,Idle,tertiary,no,4987,no,no,BUILDING,9,feb,253,21,-1,0,ontime,yes
29,TOM16,Idle,tertiary,no,673,yes,no,BUILDING,9,feb,835,3,-1,0,ontime,yes
49,XT10,Running,secondary,no,320,no,no,UTY,9,feb,1971,4,-1,0,ontime,yes
34,XT14,Running,secondary,no,0,yes,no,BUILDING,10,feb,97,1,85,1,failure,yes
47,XT4,Running,secondary,no,292,no,no,BUILDING,10,feb,277,1,-1,0,ontime,yes
42,TOM16,Running,tertiary,no,757,no,no,BUILDING,10,feb,154,1,-1,0,ontime,yes
43,CJM,Running,tertiary,no,40,no,no,BUILDING,10,feb,147,1,-1,0,ontime,yes
61,CEIC,Running,tertiary,no,1257,no,no,BUILDING,10,feb,503,1,-1,0,ontime,yes
35,TOM16,Idle,secondary,no,1693,yes,no,BUILDING,10,feb,515,1,-1,0,ontime,yes
40,XT4,Running,secondary,no,5060,no,no,BUILDING,10,feb,154,2,93,1,delivered,yes
31,CJM,Downtime,tertiary,no,373,no,no,BUILDING,10,feb,132,6,-1,0,ontime,yes
33,CJM,Running,secondary,no,369,no,no,BUILDING,11,feb,446,1,-1,0,ontime,yes
69,CEIC,Running,primary,no,2346,no,no,BUILDING,11,feb,354,2,-1,0,ontime,yes
30,XT10,Idle,secondary,no,1599,no,no,BUILDING,11,feb,152,2,-1,0,ontime,yes
41,TOM16,Running,secondary,no,1066,no,no,BUILDING,11,feb,109,3,-1,0,ontime,yes
31,CJM,Running,tertiary,no,2603,yes,no,BUILDING,11,feb,280,4,-1,0,ontime,yes
22,XT14,Idle,secondary,no,381,no,no,BUILDING,12,feb,227,1,-1,0,ontime,yes
37,XT14,Running,secondary,no,1314,yes,no,BUILDING,12,feb,118,4,210,3,failure,yes
48,CJM,Idle,tertiary,no,5689,no,no,BUILDING,12,feb,262,1,-1,0,ontime,yes
85,CEIC,Running,primary,no,12114,no,no,UTY,12,feb,165,2,-1,0,ontime,yes
72,CEIC,Running,tertiary,no,0,no,no,BUILDING,13,feb,99,1,-1,0,ontime,yes
46,XT14,Downtime,secondary,no,2232,no,no,BUILDING,13,feb,121,1,-1,0,ontime,yes
26,TOM16,Idle,tertiary,no,11862,no,no,BUILDING,13,feb,119,1,-1,0,ontime,yes
37,TOM16,Running,tertiary,no,127,yes,no,BUILDING,13,feb,71,1,-1,0,ontime,yes
53,CJM,Downtime,tertiary,no,2152,no,no,BUILDING,13,feb,75,3,-1,0,ontime,yes
33,CJM,Idle,tertiary,no,3552,no,no,BUILDING,13,feb,158,2,85,3,failure,yes
90,CEIC,Downtime,secondary,no,1,no,no,BUILDING,13,feb,152,3,-1,0,ontime,yes
54,XT14,Downtime,secondary,no,1872,no,no,BUILDING,13,feb,439,5,-1,0,ontime,yes
67,CEIC,Running,tertiary,no,1341,no,no,BUILDING,13,feb,706,1,-1,0,ontime,yes
42,CJM,Downtime,JYS,no,7702,no,no,BUILDING,16,feb,138,2,-1,0,ontime,yes
71,CEIC,Running,primary,no,4657,no,no,BUILDING,16,feb,93,5,-1,0,ontime,yes
44,XT14,Downtime,secondary,no,397,yes,yes,BUILDING,16,feb,127,1,257,1,other,yes
47,Saidone,Running,tertiary,no,0,no,no,BUILDING,16,feb,261,2,-1,0,ontime,yes
44,XT14,Running,tertiary,no,348,yes,yes,BUILDING,16,feb,170,2,-1,0,ontime,yes
37,TOM16,Idle,secondary,no,2442,no,no,BUILDING,16,feb,91,3,-1,0,ontime,yes
37,XT10,Running,secondary,no,1543,yes,no,BUILDING,16,feb,138,2,-1,0,ontime,yes
28,Saidone,Idle,tertiary,no,805,no,no,BUILDING,16,feb,331,1,-1,0,ontime,yes
21,XT4,Idle,secondary,no,2265,no,no,BUILDING,17,feb,92,2,-1,0,ontime,yes
32,CJM,Idle,tertiary,no,312,no,no,BUILDING,17,feb,232,2,-1,0,ontime,yes
51,TOM16,Running,secondary,no,196,yes,yes,BUILDING,17,feb,88,1,-1,0,ontime,yes
26,XT14,Idle,secondary,no,620,no,no,BUILDING,17,feb,104,1,-1,0,ontime,yes
74,CEIC,Running,secondary,no,1714,no,no,UTY,17,feb,127,1,-1,0,ontime,yes
65,CEIC,Running,tertiary,no,2416,no,no,BUILDING,17,feb,221,2,-1,0,ontime,yes
47,TOM16,Running,secondary,no,335,no,no,BUILDING,17,feb,226,1,-1,0,ontime,yes
38,XT14,Running,secondary,no,755,yes,no,BUILDING,17,feb,120,1,-1,0,ontime,yes
71,CEIC,Running,secondary,no,2850,no,no,BUILDING,17,feb,185,1,-1,0,ontime,yes
29,XT10,Running,secondary,no,1135,yes,no,BUILDING,17,feb,323,1,-1,0,ontime,yes
61,CEIC,Running,primary,no,197,no,no,BUILDING,17,feb,113,1,-1,0,ontime,yes
57,CEIC,Downtime,primary,no,720,no,no,UTY,17,feb,202,4,-1,0,ontime,yes
37,CJM,Running,tertiary,no,5355,no,no,UTY,17,feb,466,4,-1,0,ontime,yes
68,CEIC,Running,secondary,no,445,no,no,BUILDING,18,feb,475,1,-1,0,ontime,yes
29,CJM,Idle,tertiary,no,5359,no,no,BUILDING,18,feb,147,1,-1,0,ontime,yes
51,Saidone,Running,primary,no,1443,no,no,BUILDING,18,feb,172,10,-1,0,ontime,yes
41,TOM16,Downtime,secondary,no,4047,yes,no,BUILDING,18,feb,343,1,-1,0,ontime,yes
24,XT14,Idle,secondary,no,23878,no,no,BUILDING,18,feb,185,1,-1,0,ontime,yes
24,XT4,Idle,secondary,no,167,no,yes,BUILDING,18,feb,134,2,-1,0,ontime,yes
59,CJM,Running,secondary,no,1047,no,no,BUILDING,18,feb,83,3,-1,0,ontime,yes
85,CEIC,Downtime,primary,no,7613,no,no,BUILDING,18,feb,355,3,-1,0,ontime,yes
51,TOM16,Running,secondary,no,117,no,no,BUILDING,18,feb,442,2,-1,0,ontime,yes
39,TOM16,Running,secondary,no,2266,no,no,BUILDING,18,feb,208,4,-1,0,ontime,yes
44,CJM,Running,primary,no,558,no,no,BUILDING,19,feb,268,5,-1,0,ontime,yes
26,XT14,Idle,secondary,no,2509,no,no,BUILDING,19,feb,654,3,-1,0,ontime,yes
48,CJM,Running,tertiary,no,1808,yes,no,BUILDING,26,feb,245,1,-1,0,ontime,yes
37,TOM16,Idle,secondary,no,1130,no,no,BUILDING,26,feb,152,1,-1,0,ontime,yes
71,CEIC,Running,tertiary,no,653,no,no,UTY,26,feb,367,1,-1,0,ontime,yes
62,Saidone,Running,JYS,no,2021,no,no,UTY,26,feb,361,1,-1,0,ontime,yes
26,XT14,Idle,tertiary,no,313,no,yes,BUILDING,26,feb,210,2,-1,0,ontime,yes
43,CJM,Idle,tertiary,no,983,yes,no,BUILDING,26,feb,97,1,-1,0,ontime,yes
30,CJM,Idle,tertiary,no,5561,yes,no,BUILDING,27,feb,195,1,100,1,delivered,yes
50,CJM,Running,JYS,no,8345,no,no,BUILDING,27,feb,194,1,261,1,failure,yes
25,TOM16,Idle,secondary,no,1231,yes,no,BUILDING,27,feb,412,5,-1,0,ontime,yes
25,XT14,Idle,tertiary,no,3730,yes,no,BUILDING,27,feb,353,1,-1,0,ontime,yes
31,CJM,Idle,tertiary,no,924,no,no,BUILDING,27,feb,172,1,-1,0,ontime,yes
28,TOM16,Idle,tertiary,no,2489,yes,no,UTY,27,feb,342,2,-1,0,ontime,yes
66,CEIC,Running,secondary,no,995,no,no,BUILDING,27,feb,131,2,-1,0,ontime,yes
41,CJM,Running,secondary,no,280,yes,no,BUILDING,27,feb,87,2,-1,0,ontime,yes
46,TOM16,Running,secondary,no,3434,no,yes,BUILDING,27,feb,115,1,-1,0,ontime,yes
42,CJM,Running,tertiary,no,576,no,no,BUILDING,27,feb,156,1,-1,0,ontime,yes
28,TOM16,Idle,secondary,no,1363,no,no,BUILDING,27,feb,79,1,-1,0,ontime,yes
39,XT4,Idle,primary,no,581,yes,no,BUILDING,27,feb,233,1,270,1,other,yes
42,XT10,Running,secondary,no,1376,yes,no,BUILDING,2,mar,712,4,-1,0,ontime,yes
35,XT10,Running,secondary,no,52,yes,no,BUILDING,2,mar,378,4,-1,0,ontime,yes
55,TOM16,Running,secondary,no,0,yes,yes,BUILDING,2,mar,116,1,-1,0,ontime,yes
37,TOM16,Running,tertiary,no,549,no,no,BUILDING,2,mar,239,1,-1,0,ontime,yes
29,CJM,Idle,tertiary,no,92,no,no,BUILDING,2,mar,175,5,-1,0,ontime,yes
49,CJM,Running,tertiary,no,2881,no,no,BUILDING,2,mar,120,3,-1,0,ontime,yes
44,TOM16,Idle,secondary,no,250,no,no,UTY,2,mar,382,2,-1,0,ontime,yes
54,XT14,Running,secondary,no,602,no,no,BUILDING,3,mar,143,2,-1,0,ontime,yes
28,CJM,Idle,tertiary,no,730,yes,no,BUILDING,3,mar,631,1,-1,0,ontime,yes
30,XT14,Idle,secondary,no,523,no,yes,BUILDING,3,mar,83,1,-1,0,ontime,yes
47,TOM16,Running,secondary,no,293,no,no,BUILDING,3,mar,499,1,-1,0,ontime,yes
34,XT4,Idle,secondary,no,215,no,no,BUILDING,3,mar,350,3,-1,0,ontime,yes
37,JYS,Idle,tertiary,no,0,no,no,BUILDING,3,mar,426,1,-1,0,ontime,yes
25,Saidone,Idle,tertiary,no,42,yes,no,BUILDING,3,mar,320,1,-1,0,ontime,yes
29,TOM16,Idle,secondary,no,316,yes,no,BUILDING,3,mar,156,1,-1,0,ontime,yes
62,CJM,Running,secondary,no,4562,yes,no,BUILDING,3,mar,168,1,-1,0,ontime,yes
58,CJM,Downtime,secondary,no,10180,no,no,BUILDING,3,mar,180,2,-1,0,ontime,yes
46,CJM,Running,tertiary,no,0,no,no,BUILDING,3,mar,305,13,-1,0,ontime,yes
56,CEIC,Running,tertiary,no,281,no,no,BUILDING,3,mar,96,2,-1,0,ontime,yes
33,CJM,Running,tertiary,no,250,no,no,BUILDING,4,mar,377,6,-1,0,ontime,yes
27,XT14,Idle,tertiary,no,0,no,no,BUILDING,5,mar,82,3,-1,0,ontime,yes
60,CEIC,Running,secondary,no,404,no,no,BUILDING,5,mar,308,2,196,2,failure,yes
32,CJM,Idle,tertiary,no,506,no,no,BUILDING,5,mar,63,2,-1,0,ontime,yes
83,CEIC,Downtime,primary,no,1097,no,no,UTY,5,mar,181,1,-1,0,ontime,yes
35,Saidone,Running,tertiary,no,3698,yes,no,BUILDING,5,mar,106,1,-1,0,ontime,yes
31,CJM,Downtime,tertiary,no,883,yes,no,BUILDING,5,mar,112,2,106,1,failure,yes
30,XT14,Idle,tertiary,no,2539,no,no,UTY,5,mar,199,5,-1,0,ontime,yes
29,TOM16,Running,secondary,no,2326,no,no,BUILDING,6,mar,195,1,-1,0,ontime,yes
36,CJM,Idle,tertiary,no,811,no,no,BUILDING,6,mar,229,1,-1,0,ontime,yes
57,CJM,Running,tertiary,no,256,no,no,BUILDING,6,mar,227,1,-1,0,ontime,yes
21,XT4,Idle,secondary,no,682,no,no,BUILDING,6,mar,266,1,-1,0,ontime,yes
44,CJM,Idle,tertiary,no,483,no,no,BUILDING,6,mar,207,2,199,6,delivered,yes
23,CJM,Idle,tertiary,no,1506,no,no,BUILDING,9,mar,131,4,-1,0,ontime,yes
34,CJM,Idle,tertiary,no,575,no,no,BUILDING,9,mar,116,1,-1,0,ontime,yes
32,Saidone,Running,secondary,no,409,no,no,BUILDING,9,mar,217,2,-1,0,ontime,yes
37,CJM,Idle,tertiary,no,1316,yes,no,BUILDING,10,mar,350,2,112,3,failure,yes
35,CJM,Idle,tertiary,no,671,yes,no,BUILDING,10,mar,112,1,-1,0,ontime,yes
47,CJM,Running,tertiary,no,2351,no,no,BUILDING,10,mar,80,1,-1,0,ontime,yes
61,CJM,Running,tertiary,no,997,no,no,BUILDING,10,mar,106,1,-1,0,ontime,yes
30,CJM,Idle,tertiary,no,4808,no,no,BUILDING,10,mar,272,1,-1,0,ontime,yes
70,CEIC,Running,secondary,no,6422,no,no,BUILDING,10,mar,122,1,-1,0,ontime,yes
52,CJM,Running,tertiary,no,31,no,no,BUILDING,10,mar,135,1,-1,0,ontime,yes
28,CJM,Idle,secondary,no,171,no,no,BUILDING,10,mar,93,1,-1,0,ontime,yes
57,CJM,Running,tertiary,no,2681,no,no,BUILDING,11,mar,266,2,-1,0,ontime,yes
24,XT14,Idle,tertiary,no,61,no,no,BUILDING,11,mar,95,4,-1,0,ontime,yes
32,CJM,Running,tertiary,no,8929,no,no,BUILDING,11,mar,126,1,-1,0,ontime,yes
65,Saidone,Running,primary,no,715,no,no,BUILDING,11,mar,323,1,-1,0,ontime,yes
44,CJM,Running,tertiary,no,1058,no,no,BUILDING,11,mar,188,3,-1,0,ontime,yes
32,Saidone,Idle,tertiary,no,34,yes,no,BUILDING,11,mar,101,1,-1,0,ontime,yes
33,TOM16,Idle,tertiary,no,258,no,no,BUILDING,12,mar,80,4,-1,0,ontime,yes
53,XT10,Downtime,secondary,no,0,no,no,BUILDING,12,mar,80,2,-1,0,ontime,yes
31,CJM,Downtime,tertiary,no,71,no,no,BUILDING,12,mar,119,1,-1,0,ontime,yes
58,Saidone,Running,tertiary,no,5810,no,no,BUILDING,12,mar,139,1,-1,0,ontime,yes
30,CJM,Idle,tertiary,no,3473,no,no,BUILDING,12,mar,1209,2,-1,0,ontime,yes
47,XT4,Running,secondary,no,238,yes,yes,BUILDING,13,mar,3076,1,-1,0,ontime,yes
60,TOM16,Running,secondary,no,1740,no,no,BUILDING,13,mar,296,2,-1,0,ontime,yes
36,Saidone,Downtime,tertiary,no,3407,no,no,BUILDING,16,mar,392,4,-1,0,ontime,yes
37,XT10,Idle,secondary,no,1045,no,no,BUILDING,17,mar,406,2,41,1,failure,yes
43,XT14,Running,secondary,no,132,no,no,BUILDING,17,mar,220,1,-1,0,ontime,yes
37,XT14,Idle,tertiary,no,1000,yes,no,BUILDING,17,mar,195,1,-1,0,ontime,yes
31,CJM,Idle,tertiary,no,115,no,no,BUILDING,17,mar,187,1,-1,0,ontime,yes
31,TOM16,Running,secondary,no,180,no,no,BUILDING,17,mar,299,2,-1,0,ontime,yes
30,CJM,Idle,tertiary,no,201,yes,no,BUILDING,17,mar,325,2,-1,0,ontime,yes
30,CJM,Running,tertiary,no,8089,yes,no,BUILDING,18,mar,232,2,294,2,failure,yes
32,XT14,Idle,tertiary,no,8866,no,no,BUILDING,18,mar,278,2,-1,0,ontime,yes
35,XT14,Running,secondary,no,2,yes,no,BUILDING,18,mar,194,1,-1,0,ontime,yes
59,TOM16,Running,secondary,no,259,no,no,BUILDING,18,mar,224,1,-1,0,ontime,yes
33,Saidone,Idle,tertiary,no,1107,yes,no,BUILDING,18,mar,201,1,-1,0,ontime,yes
37,CJM,Idle,tertiary,no,1730,no,no,BUILDING,19,mar,167,1,-1,0,ontime,yes
31,XT10,Running,secondary,no,447,no,no,BUILDING,19,mar,220,3,-1,0,ontime,yes
26,CJM,Idle,tertiary,no,2786,no,no,BUILDING,23,mar,415,1,-1,0,ontime,yes
53,TOM16,Running,secondary,no,10185,no,no,BUILDING,23,mar,115,1,-1,0,ontime,yes
34,CJM,Running,secondary,no,978,no,no,BUILDING,24,mar,132,1,-1,0,ontime,yes
46,CJM,Downtime,tertiary,no,130,yes,no,BUILDING,24,mar,144,2,-1,0,ontime,yes
76,CEIC,Downtime,primary,no,3049,no,no,BUILDING,24,mar,170,3,-1,0,ontime,yes
46,CJM,Running,tertiary,no,11385,no,no,BUILDING,24,mar,269,3,-1,0,ontime,yes
83,CEIC,Downtime,primary,no,46,no,no,BUILDING,25,mar,115,1,-1,0,ontime,yes
23,XT14,Idle,secondary,no,4126,no,no,BUILDING,25,mar,96,2,-1,0,ontime,yes
34,CJM,Idle,tertiary,no,212,no,no,BUILDING,25,mar,278,8,-1,0,ontime,yes
24,XT14,Idle,secondary,no,1250,no,no,BUILDING,25,mar,411,2,-1,0,ontime,yes
41,CJM,Downtime,tertiary,no,25,yes,yes,BUILDING,26,mar,117,2,-1,0,ontime,yes
28,XT14,Idle,secondary,no,1277,no,no,BUILDING,26,mar,475,1,-1,0,ontime,yes
34,TOM16,Running,secondary,no,390,yes,no,BUILDING,27,mar,95,2,231,2,failure,yes
77,CEIC,Running,secondary,no,9601,no,no,UTY,27,mar,515,1,-1,0,ontime,yes
36,CJM,Running,secondary,no,565,no,no,BUILDING,27,mar,300,1,-1,0,ontime,yes
58,CJM,Running,tertiary,no,1384,yes,no,BUILDING,27,mar,342,1,-1,0,ontime,yes
46,XT14,Running,secondary,no,522,yes,no,BUILDING,27,mar,243,3,239,13,other,yes
59,CEIC,Running,tertiary,no,9676,no,no,UTY,27,mar,234,2,-1,0,ontime,yes
19,XT14,Idle,primary,no,134,no,no,BUILDING,27,mar,271,2,-1,0,ontime,yes
23,CJM,Idle,tertiary,no,2143,no,no,BUILDING,30,mar,180,2,-1,0,ontime,yes
27,CJM,Idle,tertiary,no,831,no,no,BUILDING,30,mar,1081,2,-1,0,ontime,yes
73,CEIC,Downtime,primary,no,2308,no,no,UTY,30,mar,163,2,-1,0,ontime,yes
